  0-9,15,23,32,33    3,11,20,25,28      8,10,15,20,26
  1-4,24,26,33,35    3,17,32,33,35      6,9,14,31,35
  2-2,8,10,17,25     12,14,22,32,34     2,3,12,16,33
  3-16,20,26,31,34   11,15,21,22,30     4,12,14,27,32
  4-13,22,26,27,31   8,16,25,30,31      6,9,17,23,33
  5-2,4,9,23,33      2,3,26,33,35       2,3,20,30,33
  6-10,12,14,19,27   2,18,19,33,35      2,10,14,32,33
  7-1,3,17,20,24     2,17,21,31,33      6,10,13,19,29
  8-3,15,19,29,35    5,7,8,28,29        1,2,7,20,35
  9-3,12,14,27,32    12,15,26,30,34     21,23,30,33,34
 10-5,16,21,22,33    8,9,18,20,32       6,7,10,11,22
 11-7,13,17,21,31    14,16,20,21,33     6,11,15,29,31
 12-17,21,23,26,32   8,9,11,16,32       12,17,24,25,30
 13-6,11,25,29,33    9,13,23,28,33      2,4,17,18,20
 14-13,21,27,28,29   1,2,4,7,21         9,20,23,28,33
 15-3,4,15,20,29     1,7,23,27,30       1,3,11,18,19
 16-4,9,11,16,29     1,3,6,17,24        13,14,17,23,33
 17-14,18,27,28,29   9,13,16,21,26      5,8,13,22,27
 18-2,3,15,21,24     1,3,18,30,32       9,12,16,17,25
 19-1,14,17,25,27    3,6,14,16,19       12,13,29,33,34
 20-18,23,25,31,33   6,12,17,18,35      9,12,13,16,25
 21-4,8,14,23,33     1,3,18,29,34       2,3,14,23,31
 22-5,6,9,24,28      1,14,17,21,27      8,10,12,16,26
 23-9,12,15,23,26    23,25,26,30,35     3,21,23,28,30
 24-1,10,14,16,24    8,13,28,31,32      8,11,12,18,27
 25-10,14,15,28,32   9,21,28,30,34      15,17,19,25,33
 26-2,13,16,26,33    7,13,19,21,35      2,3,6,10,27
 27-3,16,17,29,33    1,4,20,28,29       9,15,25,29,30
 28-8,13,18,24,26    3,5,10,18,28       1,13,18,29,33
 29-2,23,33,34,35    9,11,24,28,30      7,18,29,32,35
 30-7,10,19,30,33    4,10,19,21,23      5,11,14,16,32
 31-12,16,22,28,35   6,10,14,18,22      11,19,25,32,34
 32-8,10,15,29,31    10,17,19,26,35     14,19,22,29,35
 33-7,16,18,26,27    5,11,13,31,33      8,13,22,27,29
 34-4,10,23,27,34    3,4,10,22,35       1,16,24,28,35
 35-5,7,10,28,31     6,17,23,24,33      4,6,19,28,31
 36-5,12,15,21,34    10,13,19,28,33     2,8,11,14,31
 37-2,15,16,30,35    2,11,24,25,34      7,11,19,20,30
 38-1,16,26,31,34    1,5,13,21,23       6,8,15,16,22
 39-1,24,26,28,29    5,8,9,10,18        4,6,14,22,33
 40-8,11,21,25,35    7,10,15,30,31      1,14,18,26,29
 41-2,8,16,20,27     3,12,19,20,32      2,5,6,15,31
 42-5,7,9,26,35      7,8,15,20,30       3,22,30,32,33
 43-10,14,17,21,34   2,9,11,15,22       1,5,6,10,26
 44-3,7,18,25,30     2,8,13,22,31       5,11,31,32,34
 45-6,17,29,31,32    6,13,14,16,25      16,22,29,30,32
 46-14,19,22,30,35   7,20,22,23,24      6,7,18,20,29
 47-5,15,24,28,31    21,22,31,32,33     6,15,19,21,23
 48-3,18,21,34,35    18,23,29,30,33     3,13,14,27,32
 49-2,3,19,24,29     1,8,9,10,13        1,10,21,29,33
 50-3,5,17,22,24     1,4,17,34,35       6,12,16,22,34
 51-2,13,16,17,32    3,17,23,25,30      2,14,18,28,30
 52-5,14,17,19,35    3,7,17,19,33       3,4,9,30,31
 53-10,12,14,28,35   8,15,19,21,26      8,18,20,25,27
 54-1,2,3,6,34       2,3,5,23,26        1,3,4,20,32
 55-7,11,12,16,21    1,2,4,28,29        6,22,25,29,34
 56-5,12,15,22,31    12,14,20,28,33     1,9,23,27,32
 57-9,11,25,32,34    1,3,23,31,35       5,14,21,27,29
 58-3,15,17,21,23    8,10,14,26,35      14,15,20,27,28
 59-17,27,31,33,35   3,5,23,25,34       14,24,25,33,34
 60-12,16,25,27,32   7,8,11,15,28       1,10,14,19,25
 61-4,22,24,27,31    15,17,18,23,32     1,19,22,26,32
 62-1,8,9,10,12      6,10,17,19,24      1,4,15,25,33
 63-12,23,27,33,35   13,14,18,24,27     3,14,17,24,35
 64-9,13,17,21,27    2,7,21,22,24       10,13,14,28,34
 65-9,12,20,29,30    4,5,7,11,27        4,7,24,30,31
 66-3,25,26,31,35    5,15,23,25,34      15,16,25,26,31
 67-16,18,24,25,35   2,4,6,27,28        11,16,22,33,34
 68-13,14,18,29,34   18,22,23,29,33     15,16,21,29,30
 69-4,5,19,23,31     2,4,12,21,35       8,15,18,23,30
 70-3,6,7,16,29      9,25,27,28,33      23,28,29,32,33
 71-5,15,16,22,23    1,6,19,22,34       2,4,8,18,25
 72-2,10,21,22,34    3,20,21,23,30      7,11,15,20,32
 73-4,7,12,19,23     13,16,23,32,35     3,16,27,28,32
 74-2,4,6,15,16      1,4,14,20,26       1,4,13,17,22
 75-5,14,17,19,32    6,9,10,13,29       5,15,16,18,24
 76-6,8,17,21,32     3,7,10,28,32       3,5,8,20,24
 77-5,9,16,19,33     12,15,17,20,29     10,13,16,17,35
 78-12,17,21,24,32   5,16,22,23,35      8,9,11,31,32
 79-4,10,11,28,35    2,6,26,30,35       1,7,9,13,34
 80-2,11,19,28,33    1,3,18,29,34       19,26,28,33,34
 81-15,19,23,27,32   3,16,24,27,30      6,14,19,22,29
 82-5,7,9,32,35      21,23,27,29,34     16,26,29,30,32
 83-6,17,21,22,23    9,10,13,18,32      1,5,18,33,34
 84-2,4,7,21,30      14,16,24,32,34     4,6,19,21,34
 85-9,13,22,26,27    8,9,12,15,18       2,4,12,20,23
 86-4,14,17,32,33    3,4,6,23,32        2,6,10,17,22
 87-5,9,17,22,31     2,17,21,26,32      4,17,19,21,25
 88-2,5,9,25,35      1,2,4,11,21        4,17,22,30,31
 89-6,15,17,18,23    2,12,16,27,35      4,6,21,23,26
 90-3,11,16,23,33    1,9,10,17,28       16,18,19,21,30
 91-7,20,25,28,32    6,14,17,33,34      3,6,15,19,32
 92-4,11,12,22,25    6,9,18,25,26       3,6,14,16,20
 93-2,6,10,22,25     12,24,28,29,30     9,15,16,17,20
 94-2,8,9,14,27      7,14,19,27,31      7,8,20,26,27
 95-4,5,10,23,24     8,16,19,26,33      10,11,20,23,32
 96-5,15,17,24,34    9,16,24,28,32      6,15,21,29,31
 97-8,12,13,16,24    15,17,27,32,35     4,6,7,15,25
 98-4,9,16,17,22     4,10,11,31,35      4,9,12,27,28
 99-6,8,21,26,27     2,14,20,23,28      3,4,12,21,30
100-8,13,19,24,32    2,5,18,19,28       7,14,17,25,27
101-3,21,22,31,32    9,16,23,24,30      1,10,21,25,31
102-5,7,12,23,24     4,6,8,12,32        2,8,18,23,29
103-1,9,18,25,33     10,15,16,32,35     1,7,13,19,31
104-2,3,15,16,25     4,11,20,22,30      4,7,15,31,35
