  1		 4, 10, 13, 17, 18		 4, 15, 19, 20, 21
  2		 5, 10, 17, 22, 32		20, 23, 24, 33, 34
  3		 3,  5, 15, 18, 21		 1,  2,  3, 11, 26
  4		11, 19, 24, 27, 28		 7, 11, 20, 23, 33
  5		 1, 11, 17, 21, 31		 4, 11, 14, 19, 29
  6		11, 13, 25, 33, 34		21, 22, 29, 30, 35
  7		14, 21, 24, 28, 33		10, 18, 20, 31, 34
  8		 6, 12, 21, 26, 31		 4, 10, 11, 14, 18
  9		 4,  8, 16, 29, 31		 4, 10, 12, 14, 29
 10		 1, 13, 21, 23, 35		 6, 12, 23, 31, 32
 11		14, 18, 20, 23, 29		 1,  3, 15, 22, 31
 12		 1, 18, 24, 27, 34		 7, 15, 20, 25, 30
 13		13, 22, 23, 26, 27		 1,  2, 13, 32, 33
 14		14, 17, 18, 21, 32		 5, 11, 15, 25, 26
 15		 7,  9, 14, 32, 33		 3, 15, 25, 28, 31
 16		18, 28, 29, 31, 33		 5,  8, 14, 16, 19
 17		 3,  8, 23, 26, 30		 3, 11, 20, 25, 29
 18		 8, 20, 31, 32, 33		 6, 13, 15, 21, 28
 19		 5, 10, 11, 17, 28		 3,  8, 10, 13, 31
 20		 1, 25, 26, 27, 30		 7, 14, 17, 23, 27
 21		 8, 13, 16, 21, 28		14, 15, 16, 27, 35
 22		 2,  9, 10, 15, 35		 3,  9, 24, 25, 28
 23		 1,  3,  8, 12, 18		13, 19, 30, 31, 32
 24		 3,  4, 10, 26, 33		 7, 23, 25, 27, 30
 25		 3, 17, 21, 25, 29		 1,  4,  8, 16, 22
 26		 3, 18, 23, 25, 34		 1, 22, 25, 32, 35
 27		 2,  3, 15, 20, 28		21, 27, 28, 31, 35
 28		 7,  9, 20, 22, 23		 2,  8, 12, 14, 30
 29		 2,  7, 16, 18, 29		 1,  9, 15, 18, 22
 30		 1,  6, 25, 29, 32		19, 20, 23, 34, 35
 31		 3, 10, 18, 24, 31		11, 13, 14, 31, 34
 32		 2,  6, 19, 29, 30		 4, 12, 17, 28, 30
 33		 6, 10, 15, 18, 27		 4, 16, 18, 25, 35
 34		10, 15, 23, 26, 27		 4,  5, 23, 26, 28
 35		14, 15, 31, 32, 33		 4, 15, 22, 32, 33
 36		 1, 10, 14, 20, 24		 8, 10, 18, 21, 25
 37		19, 22, 28, 33, 35		 6, 12, 18, 21, 26
 38		 4, 25, 26, 28, 29		 3, 18, 20, 24, 34
 39		 5,  6, 11, 24, 28		 8,  9, 13, 16, 20
 40		 2,  3, 14, 15, 35		 1,  9, 13, 16, 28
 41		 4, 17, 24, 28, 34		 2, 12, 15, 16, 17
 42		 8, 15, 19, 22, 26		11, 15, 21, 31, 34
 43		 1,  4,  9, 23, 29		 5,  9, 16, 24, 33
 44		10, 21, 24, 25, 28		 4,  6, 17, 19, 21
 45		 1, 22, 31, 32, 33		 1, 11, 14, 22, 33
 46		 3, 14, 18, 32, 35		 5, 16, 26, 32, 35
 47		 9, 17, 25, 28, 35		 9, 15, 16, 20, 33
 48		 1, 18, 27, 30, 32		 6, 15, 23, 29, 30
 49		12, 13, 15, 24, 31		10, 12, 22, 29, 35
 50		15, 16, 21, 29, 34		 3, 14, 16, 17, 30
 51		 1,  8, 20, 31, 35		 8, 11, 18, 26, 28
 52		 1, 12, 23, 27, 33		 8, 24, 32, 34, 35
 53		 9, 10, 12, 14, 30		10, 27, 31, 32, 34
 54		12, 14, 22, 27, 28		 2,  6, 21, 24, 31
 55		 2,  6, 10, 12, 19		 3,  7, 17, 22, 29
 56		 3, 11, 12, 17, 25		 2,  6,  9, 10, 30
 57		11, 18, 19, 28, 34		 5, 10, 14, 22, 35
 58		 5, 12, 24, 29, 32		 1,  2, 11, 20, 34
 59		 5, 11, 20, 21, 35		 1,  6,  8, 11, 22
 60		11, 17, 18, 22, 33		 9, 12, 23, 30, 32
 61		17, 18, 22, 30, 32		 4,  6, 10, 17, 21
 62		 5,  6, 12, 16, 22		 3,  6,  7, 16, 20
 63		 1, 15, 22, 28, 32		 6,  7,  9, 13, 24
 64		 1,  2,  3,  4,  7		 4,  7, 27, 30, 34
 65		 5, 16, 20, 22, 32		 6, 13, 14, 16, 30
