  1		 2, 12, 17, 18, 20, 24
  2		 2,  3, 20, 21, 30, 37
  3		 4, 10, 14, 21, 28, 29
  4		 7, 12, 19, 29, 39, 40
  5		 3,  4,  7,  8, 27, 29
  6		11, 13, 26, 27, 29, 30
  7		22, 25, 26, 39, 41, 42
  8		 3,  7, 11, 14, 33, 41
  9		 9, 12, 13, 25, 37, 39
 10		13, 22, 26, 27, 30, 39
 11		 3, 17, 26, 33, 34, 38
 12		 1, 12, 21, 22, 29, 37
 13		 2,  4, 11, 29, 30, 41
 14		 6, 14, 23, 24, 30, 38
 15		 4,  5, 12, 25, 34, 42
 16		 4,  7, 10, 19, 21, 41
 17		 2,  3, 31, 34, 35, 41
 18		17, 18, 20, 25, 33, 36
 19		 1,  4, 19, 26, 28, 37
 20		11, 12, 16, 17, 19, 38
 21		20, 28, 32, 34, 41, 42
 22		 1,  8, 14, 22, 32, 35
 23		 6,  7, 12, 19, 20, 31
 24		 5,  7, 15, 22, 31, 39
 25		 5, 11, 18, 21, 32, 42
 26		 1, 11, 15, 31, 33, 39
 27		 1,  6, 10, 28, 31, 40
 28		 2,  9, 14, 29, 31, 42
 29		 4, 16, 21, 22, 24, 29
 30		 7,  8, 19, 23, 33, 36
 31		 2, 20, 33, 40, 41, 42
 32		 2, 10, 15, 27, 35, 39
 33		 4,  6, 11, 26, 29, 40
 34		 8, 14, 17, 29, 31, 41
 35		25, 31, 34, 36, 37, 40
 36		14, 15, 16, 23, 32, 40
 37		 5, 11, 18, 24, 27, 30
 38		 8, 12, 16, 23, 28, 33
 39		 2,  6, 16, 22, 41, 42
 40		 3, 27, 30, 34, 37, 39
 41		 8, 15, 19, 22, 31, 37
 42		 9, 20, 28, 35, 40, 42
 43		 1,  3,  4, 16, 18, 26
 44		 5, 27, 29, 34, 41, 42
 45		 1,  5, 12, 22, 33, 35
 46		14, 18, 26, 27, 39, 42
 47		 1,  2,  4, 19, 29, 30
 48		13, 14, 28, 37, 39, 40
 49		12, 21, 23, 34, 36, 38
 50		 3, 23, 28, 29, 33, 40
 51		 2, 17, 27, 33, 35, 42
 52		 4,  6, 10, 15, 17, 19
 53		 1,  9, 17, 19, 20, 29
 54		 1,  3,  5,  6, 18, 39
 55		 1,  5,  6, 20, 22, 23
 56		 6, 24, 26, 29, 35, 40
 57		 4,  7, 13, 15, 22, 29
 58		 2,  5, 19, 21, 24, 26
 59		 4, 22, 25, 29, 32, 41
 60		 4,  8, 12, 16, 35, 41
 61		 4,  9, 15, 16, 19, 42
 62		17, 21, 27, 30, 31, 37
 63		 1,  5,  6, 25, 39, 40
 64		 3,  6,  8, 14, 30, 41
 65		 7, 12, 13, 16, 24, 31
 66		 3,  6,  9, 17, 19, 24
 67		14, 18, 20, 31, 33, 42
 68		 8, 13, 15, 17, 31, 39
 69		 7, 13, 18, 28, 31, 33
 70		 1, 22, 26, 27, 30, 38
 71		14, 23, 26, 33, 37, 41
 72		 1,  7, 13, 29, 32, 35
 73		 1, 10, 32, 40, 41, 42
 74		12, 16, 24, 26, 32, 36
 75		 3, 11, 14, 15, 19, 41
 76		 2,  7, 11, 28, 32, 38
 77		 2,  3, 13, 27, 31, 37
 78		 7, 13, 16, 19, 22, 34
 79		 5, 13, 22, 35, 37, 42
 80		 1,  8, 16, 18, 30, 39
 81		 9, 10, 25, 29, 35, 42
 82		 7, 12, 14, 18, 25, 39
 83		 7, 10, 13, 15, 22, 28
 84		 6,  7,  8, 19, 32, 33
 85		 9, 11, 21, 28, 32, 34
 86		 6, 18, 22, 26, 27, 34
 87		 2, 10, 13, 18, 19, 23
 88		11, 12, 22, 25, 36, 40
 89		 3,  7, 11, 22, 23, 30
 90		10, 16, 19, 21, 23, 27
 91		 9, 19, 20, 32, 33, 38
 92		 4,  6,  8, 12, 33, 35
 93		 3,  5, 13, 20, 28, 32
 94		 6, 11, 12, 18, 39, 41
 95		15, 16, 18, 32, 41, 42
 96		 1, 12, 14, 20, 28, 39
 97		 5, 12, 15, 17, 25, 33
 98		 2, 14, 20, 22, 36, 38
 99		 5, 18, 26, 27, 32, 42
100		 1,  2, 10, 28, 33, 41
101		 1, 11, 17, 18, 23, 25
102		 2,  3, 12, 19, 26, 28
103		 5, 11, 15, 17, 33, 36
104		 7,  8, 15, 19, 35, 37
