  0		 7, 14, 15, 22, 28, 33
  1		10, 14, 36, 37, 39, 40
  2		 2,  4,  6, 15, 26, 35
  3		 5,  8, 27, 37, 39, 40
  4		 8, 13, 14, 25, 33, 36
  5		 2,  4, 11, 18, 21, 34
  6		 8, 14, 17, 24, 29, 40
  7		10, 13, 18, 25, 28, 36
  8		11, 14, 15, 25, 26, 35
  9		 4,  8,  9, 13, 25, 35
 10		 3, 14, 17, 20, 23, 25
 11		15, 22, 24, 25, 28, 30
 12		 2,  4, 10, 14, 19, 37
 13		 3,  8, 17, 19, 33, 39
 14		20, 29, 34, 36, 37, 40
 15		 8, 15, 25, 26, 32, 42
 16		 2,  3, 11, 31, 37, 40
 17		 1, 14, 21, 38, 41, 42
 18		 2,  4, 20, 26, 31, 40
 19		 1,  6, 11, 19, 30, 42
 20		 1,  4, 10, 30, 38, 42
 21		 1,  3,  7,  8, 11, 26
 22		 5, 19, 29, 36, 40, 42
 23		 1,  7, 15, 27, 31, 42
 24		 1,  5, 17, 22, 30, 36
 25		 8, 11, 13, 19, 22, 30
 26		 8, 11, 15, 19, 24, 40
 27		 3, 10, 20, 29, 36, 39
 28		13, 19, 24, 25, 38, 42
 29		 7, 12, 19, 29, 38, 40
 30		 9, 12, 17, 19, 34, 38
 31		 7,  9, 18, 35, 37, 40
 32		 4, 15, 18, 25, 26, 40
 33		12, 19, 28, 30, 32, 33
 34		 3,  7, 16, 26, 28, 38
 35		 6,  7, 10, 28, 31, 37
 36		 8, 12, 13, 31, 32, 35
 37		 7, 23, 24, 31, 36, 38
 38		15, 16, 18, 22, 37, 38
 39		 2, 12, 14, 20, 34, 36
 40		 4,  5, 13, 26, 32, 34
 41		 6,  9, 12, 19, 24, 38
 42		12, 13, 14, 20, 23, 38
 43		 3,  4, 14, 21, 35, 38
 44		 8, 19, 20, 24, 27, 39
 45		 7, 12, 16, 22, 31, 41
 46		10, 15, 26, 28, 33, 37
 47		13, 17, 18, 19, 23, 39
 48		 4, 11, 20, 23, 25, 35
 49		 7, 11, 18, 20, 28, 30
 50		 1, 16, 35, 36, 37, 39
 51		 6, 11, 14, 32, 34, 39
 52		 4,  5, 20, 28, 31, 39
 53		 1, 20, 29, 38, 40, 41
 54		21, 26, 31, 34, 38, 41
 55		 1,  3,  8, 11, 12, 41
 56		 2, 28, 29, 30, 39, 41
 57		 3,  4,  6, 12, 22, 42
 58		 1, 11, 18, 20, 26, 37
 59		 5, 12, 13, 24, 32, 42
 60		 9, 12, 23, 28, 30, 39
 61		24, 28, 33, 37, 39, 40
 62		 3,  5, 11, 15, 26, 27
 63		 4, 12, 34, 35, 39, 42
 64		 6, 17, 19, 27, 39, 42
 65		 3, 10, 12, 16, 25, 35
 66		 7,  9, 19, 22, 32, 33
 67		 4, 19, 26, 30, 36, 37
 68		 1,  2,  9, 13, 17, 35
 69		 5, 17, 26, 28, 29, 41
 70		 8, 10, 12, 22, 23, 27
 71		25, 27, 28, 31, 32, 39
 72		11, 15, 16, 19, 34, 42
 73		15, 25, 27, 31, 37, 41
 74		16, 18, 19, 27, 32, 33
 75		 8, 12, 14, 16, 17, 26
 76		 8, 11, 17, 26, 29, 39
 77		 3,  5, 29, 33, 36, 42
 78		 3,  5,  9, 21, 30, 33
 79		11, 16, 24, 32, 33, 40
 80		 3, 19, 21, 25, 26, 42
 81		 4, 12, 19, 23, 28, 40
 82		 1, 17, 21, 26, 31, 42
 83		11, 16, 21, 27, 32, 34
 84		 2, 16, 18, 25, 27, 29
 85		 1,  4, 18, 22, 30, 40
 86		24, 25, 29, 33, 40, 41
 87		 8, 14, 17, 18, 30, 36
 88		 8, 25, 26, 35, 36, 42
 89		 4,  7, 22, 31, 35, 36
 90		 9, 11, 13, 22, 26, 33
 91		 4, 18, 19, 25, 29, 30
 92		 2, 15, 17, 18, 32, 36
 93		 2, 22, 28, 31, 35, 42
 94		 8, 12, 20, 23, 26, 42
 95		 1,  5, 21, 23, 37, 38
 96		 8, 13, 16, 23, 32, 38
 97		 1, 10, 19, 23, 34, 42
 98		 7, 10, 16, 34, 35, 40
 99		 3, 16, 21, 22, 30, 39
100		 8,  9, 21, 25, 34, 42
101		14, 21, 22, 30, 31, 33
102		 3,  5, 21, 27, 29, 38
103		 8, 15, 20, 25, 33, 38
104		 6, 18, 25, 27, 37, 41
