  1		 1,  6,  8, 23, 26, 33
  2		10, 11, 12, 17, 32, 37
  3		 7, 12, 23, 30, 31, 42
  4		 1, 17, 18, 19, 33, 41
  5		 8, 16, 20, 22, 24, 41
  6		 6, 16, 20, 21, 36, 37
  7		 2,  8, 16, 24, 31, 42
  8		 3, 10, 24, 25, 31, 42
  9		10, 15, 16, 21, 34, 39
 10		10, 12, 23, 26, 39, 41
 11		 2,  4,  9, 17, 18, 39
 12		13, 17, 19, 20, 23, 34
 13		 9, 12, 16, 23, 24, 37
 14		 8,  9, 16, 35, 37, 38
 15		 2, 24, 31, 32, 34, 35
 16		 8, 14, 19, 25, 26, 34
 17		 6,  8, 11, 12, 15, 38
 18		 8,  9, 15, 26, 31, 34
 19		 2, 17, 26, 31, 34, 40
 20		 2,  3,  4,  6, 19, 40
 21		 4,  6,  7, 11, 18, 24
 22		11, 16, 26, 27, 33, 39
 23		 4,  6, 11, 26, 32, 39
 24		 2,  3, 28, 32, 35, 42
 25		 2,  5,  6, 22, 28, 41
 26		 6,  7,  9, 10, 25, 33
 27		 1,  5, 11, 19, 28, 30
 28		12, 13, 16, 17, 22, 35
 29		 7, 15, 18, 32, 34, 40
 30		 5,  6, 10, 11, 13, 17
 31		 2,  9, 27, 35, 37, 38
 32		 1, 21, 24, 25, 36, 40
 33		 5, 12, 16, 24, 32, 42
 34		 2,  9, 20, 33, 40, 41
 35		 4,  9, 16, 19, 34, 37
 36		 4, 13, 17, 31, 34, 39
 37		 2,  8,  9, 13, 16, 27
 38		13, 14, 15, 21, 33, 38
 39		18, 20, 27, 34, 35, 42
 40		 1,  7,  8, 20, 25, 29
 41		 5, 18, 20, 22, 28, 40
 42		 5, 23, 32, 36, 37, 40
 43		17, 18, 25, 28, 31, 38
 44		21, 26, 29, 30, 34, 39
 45		 5, 16, 18, 26, 27, 37
 46		11, 12, 29, 33, 36, 42
 47		 1,  9, 22, 27, 30, 41
 48		 1,  2,  5, 19, 21, 34
 49		 2,  3, 10, 30, 33, 39
 50		10, 14, 15, 16, 23, 40
 51		 6, 21, 26, 30, 33, 40
 52		18, 24, 30, 31, 35, 36
 53		 8, 10, 16, 26, 33, 41
 54		13, 14, 17, 33, 36, 41
 55		 9, 19, 24, 25, 29, 32
 56		 8, 32, 33, 38, 41, 42
 57		15, 28, 29, 35, 38, 40
 58		 2,  6, 10, 19, 24, 35
 59		 5, 16, 18, 19, 20, 39
 60		 6, 19, 20, 22, 33, 35
 61		21, 24, 29, 38, 39, 40
 62		 4,  8,  9, 17, 19, 32
 63		 3, 12, 18, 22, 30, 42
 64		 5, 13, 23, 24, 34, 41
 65		 8, 15, 18, 20, 31, 36
 66		 3,  9, 12, 32, 38, 41
 67		 7,  9, 20, 22, 23, 33
 68		 3, 10, 23, 38, 40, 41
 69		10, 11, 13, 17, 21, 34
 70		 5,  7, 15, 23, 24, 34
 71		 2,  4,  5, 19, 29, 32
 72		 4,  5,  9, 13, 27, 33
 73		 8, 15, 32, 35, 37, 39
 74		 2, 11, 21, 29, 32, 38
 75		12, 13, 18, 23, 28, 36
 76		 3, 24, 29, 32, 34, 41
 77		 2,  9, 16, 30, 38, 41
 78		 3,  4,  8, 22, 33, 36
 79		 1,  4, 11, 14, 31, 36
 80		19, 23, 27, 29, 34, 38
 81		 5,  9, 12, 18, 22, 24
 82		 2, 11, 24, 26, 35, 37
 83		 4, 12, 13, 17, 21, 38
 84		 5,  8, 15, 17, 41, 42
 85		 5,  8, 10, 13, 29, 32
 86		 1,  8, 10, 17, 30, 34
 87		 1,  3,  4, 16, 35, 38
 88		17, 18, 20, 34, 37, 41
 89		18, 25, 30, 34, 38, 41
 90		 2, 12, 13, 32, 35, 41
 91		19, 23, 25, 28, 30, 35
 92		15, 21, 26, 29, 38, 41
 93		 2,  7, 17, 23, 25, 38
 94		 3,  7, 11, 13, 35, 38
 95		13, 16, 27, 29, 30, 42
 96		10, 13, 23, 27, 34, 42
 97		 5,  6, 22, 24, 32, 36
 98		 5, 13, 14, 16, 29, 31
 99		13, 21, 25, 29, 30, 32
100		 1, 11, 21, 22, 26, 32
101		12, 22, 24, 28, 35, 39
102		 4, 11, 15, 30, 39, 42
103		 7,  8, 14, 16, 21, 34
104		 1,  3, 18, 26, 36, 40
